Dataset,Pattern,Target_Class,Blending,seed,Defense,N_Patterns,ACC,F1,Precision,Recall,TPR,FPR,TP,FP,TN,FN
tiny,trigger_white_square,2_all,0.5,2,vbd,3,0.9898,0.9464,0.9953,0.9021,0.9021,0.0005,9021,43,89957,979
tiny,trigger_white_square,2_all,0.5,2,agpd_100,,,,,,,,,,,
tiny,trigger_white_square,2_all,0.5,2,scan_100,,,,,,,,,,,
tiny,trigger_white_square,2_all,0.5,2,agpd_2000,,0.9971,0.9854,0.9836,0.9872,0.9872,0.0018,9872,165,89835,128
tiny,trigger_white_square,2_all,0.5,2,scan_2000,,0.9827,0.9055,1.0,0.8273,0.8273,0.0,8273,0,90000,1727
tiny,trigger_white_square,2_all,0.5,2,abl,,0.9265,0.6327,0.6327,0.6327,0.6327,0.0408,6327,3673,86327,3673
tiny,trigger_white_square,2_all,1.0,2,vbd,1,0.9961,0.9801,0.9988,0.9622,0.9622,0.0001,9622,12,89988,378
tiny,trigger_white_square,2_all,1.0,2,agpd_100,,,,,,,,,,,
tiny,trigger_white_square,2_all,1.0,2,scan_100,,,,,,,,,,,
tiny,trigger_white_square,2_all,1.0,2,agpd_2000,,0.9972,0.986,0.9944,0.9777,0.9777,0.0006,9777,55,89945,223
tiny,trigger_white_square,2_all,1.0,2,scan_2000,,0.9943,0.9706,1.0,0.9429,0.9429,0.0,9429,0,90000,571
tiny,trigger_white_square,2_all,1.0,2,abl,,0.9861,0.9305,0.9305,0.9305,0.9305,0.0077,9305,695,89305,695
tiny,big_hello_kitty,3_all,0.1,3,vbd,1,0.9882,0.9374,0.9999,0.8823,0.8823,0.0,8823,1,89999,1177
tiny,big_hello_kitty,3_all,0.1,3,agpd_100,,,,,,,,,,,
tiny,big_hello_kitty,3_all,0.1,3,scan_100,,,,,,,,,,,
tiny,big_hello_kitty,3_all,0.1,3,agpd_2000,,0.9998,0.9992,0.9998,0.9986,0.9986,0.0,9986,2,89998,14
tiny,big_hello_kitty,3_all,0.1,3,scan_2000,,0.9482,0.6507,1.0,0.4822,0.4822,0.0,4822,0,90000,5178
tiny,big_hello_kitty,3_all,0.1,3,abl,,0.9758,0.8791,0.8791,0.8791,0.8791,0.0134,8791,1209,88791,1209
tiny,big_hello_kitty,3_all,0.2,3,vbd,1,1.0,0.9998,0.9997,0.9998,0.9998,0.0,9998,3,89997,2
tiny,big_hello_kitty,3_all,0.2,3,agpd_100,,,,,,,,,,,
tiny,big_hello_kitty,3_all,0.2,3,scan_100,,,,,,,,,,,
tiny,big_hello_kitty,3_all,0.2,3,agpd_2000,,1.0,0.9998,1.0,0.9996,0.9996,0.0,9996,0,90000,4
tiny,big_hello_kitty,3_all,0.2,3,scan_2000,,0.952,0.6846,1.0,0.5204,0.5204,0.0,5204,0,90000,4796
tiny,big_hello_kitty,3_all,0.2,3,abl,,0.9875,0.9373,0.9373,0.9373,0.9373,0.007,9373,627,89373,627
tiny,big_hello_kitty,3_all,0.5,3,vbd,2,0.9999,0.9997,0.9994,1.0,1.0,0.0001,10000,6,89994,0
tiny,big_hello_kitty,3_all,0.5,3,agpd_100,,,,,,,,,,,
tiny,big_hello_kitty,3_all,0.5,3,scan_100,,,,,,,,,,,
tiny,big_hello_kitty,3_all,0.5,3,agpd_2000,,0.8978,0.0,0.0,0.0,0.0,0.0025,0,225,89775,10000
tiny,big_hello_kitty,3_all,0.5,3,scan_2000,,1.0,0.9999,1.0,0.9998,0.9998,0.0,9998,0,90000,2
tiny,big_hello_kitty,3_all,0.5,3,abl,,0.9816,0.9082,0.9082,0.9082,0.9082,0.0102,9082,918,89082,918
tiny,big_hello_kitty,3_all,1.0,3,vbd,1,1.0,1.0,1.0,1.0,1.0,0.0,10000,0,90000,0
tiny,big_hello_kitty,3_all,1.0,3,agpd_100,,,,,,,,,,,
tiny,big_hello_kitty,3_all,1.0,3,scan_100,,,,,,,,,,,
tiny,big_hello_kitty,3_all,1.0,3,agpd_2000,,0.8959,0.0,0.0,0.0,0.0,0.0046,0,413,89587,10000
tiny,big_hello_kitty,3_all,1.0,3,scan_2000,,0.9563,0.7203,1.0,0.5629,0.5629,0.0,5629,0,90000,4371
tiny,big_hello_kitty,3_all,1.0,3,abl,,0.9355,0.6773,0.6773,0.6773,0.6773,0.0359,6773,3227,86773,3227
tiny,small_hello_kitty,3_all,0.1,3,vbd,1,0.9852,0.9205,0.9923,0.8585,0.8585,0.0007,8585,67,89933,1415
tiny,small_hello_kitty,3_all,0.1,3,agpd_100,,,,,,,,,,,
tiny,small_hello_kitty,3_all,0.1,3,scan_100,,,,,,,,,,,
tiny,small_hello_kitty,3_all,0.1,3,agpd_2000,,0.999,0.9949,0.9988,0.9911,0.9911,0.0001,9911,12,89988,89
tiny,small_hello_kitty,3_all,0.1,3,scan_2000,,0.9996,0.998,1.0,0.996,0.996,0.0,9960,0,90000,40
tiny,small_hello_kitty,3_all,0.1,3,abl,,0.968,0.8402,0.8402,0.8402,0.8402,0.0178,8402,1598,88402,1598
tiny,small_hello_kitty,3_all,0.2,3,vbd,1,0.9993,0.9966,0.9981,0.9951,0.9951,0.0002,9951,19,89981,49
tiny,small_hello_kitty,3_all,0.2,3,agpd_100,,,,,,,,,,,
tiny,small_hello_kitty,3_all,0.2,3,scan_100,,,,,,,,,,,
tiny,small_hello_kitty,3_all,0.2,3,agpd_2000,,0.9993,0.9967,0.9951,0.9983,0.9983,0.0005,9983,49,89951,17
tiny,small_hello_kitty,3_all,0.2,3,scan_2000,,1.0,0.9998,1.0,0.9996,0.9996,0.0,9996,0,90000,4
tiny,small_hello_kitty,3_all,0.2,3,abl,,0.9899,0.9494,0.9494,0.9494,0.9494,0.0056,9494,506,89494,506
tiny,small_hello_kitty,3_all,0.5,3,vbd,2,0.9998,0.9991,0.9982,1.0,1.0,0.0002,10000,18,89982,0
tiny,small_hello_kitty,3_all,0.5,3,agpd_100,,,,,,,,,,,
tiny,small_hello_kitty,3_all,0.5,3,scan_100,,,,,,,,,,,
tiny,small_hello_kitty,3_all,0.5,3,agpd_2000,,0.9998,0.9987,0.9999,0.9976,0.9976,0.0,9976,1,89999,24
tiny,small_hello_kitty,3_all,0.5,3,scan_2000,,1.0,0.9999,1.0,0.9999,0.9999,0.0,9999,0,90000,1
tiny,small_hello_kitty,3_all,0.5,3,abl,,0.9963,0.9813,0.9813,0.9813,0.9813,0.0021,9813,187,89813,187
tiny,small_hello_kitty,3_all,1.0,3,vbd,2,0.9999,0.9996,0.9991,1.0,1.0,0.0001,10000,9,89991,0
tiny,small_hello_kitty,3_all,1.0,3,agpd_100,,,,,,,,,,,
tiny,small_hello_kitty,3_all,1.0,3,scan_100,,,,,,,,,,,
tiny,small_hello_kitty,3_all,1.0,3,agpd_2000,,0.7647,0.459,0.298,0.9982,0.9982,0.2613,9982,23513,66487,18
tiny,small_hello_kitty,3_all,1.0,3,scan_2000,,1.0,1.0,1.0,1.0,1.0,0.0,10000,0,90000,0
tiny,small_hello_kitty,3_all,1.0,3,abl,,0.9637,0.8186,0.8186,0.8186,0.8186,0.0202,8186,1814,88186,1814
tiny,trigger_color_grid,3_all,0.1,3,vbd,1,0.9992,0.9962,0.9951,0.9973,0.9973,0.0005,9973,49,89951,27
tiny,trigger_color_grid,3_all,0.1,3,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,3_all,0.1,3,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,3_all,0.1,3,agpd_2000,,0.9161,0.3183,0.8484,0.1959,0.1959,0.0039,1959,350,89650,8041
tiny,trigger_color_grid,3_all,0.1,3,scan_2000,,0.9557,0.7156,0.9977,0.5579,0.5579,0.0001,5579,13,89987,4421
tiny,trigger_color_grid,3_all,0.1,3,abl,,0.9784,0.8919,0.8919,0.8919,0.8919,0.012,8919,1081,88919,1081
tiny,trigger_color_grid,3_all,0.2,3,vbd,1,0.9996,0.9978,0.9989,0.9967,0.9967,0.0001,9967,11,89989,33
tiny,trigger_color_grid,3_all,0.2,3,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,3_all,0.2,3,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,3_all,0.2,3,agpd_2000,,0.9908,0.9519,0.9928,0.9143,0.9143,0.0007,9143,66,89934,857
tiny,trigger_color_grid,3_all,0.2,3,scan_2000,,0.9674,0.8051,1.0,0.6738,0.6738,0.0,6738,0,90000,3262
tiny,trigger_color_grid,3_all,0.2,3,abl,,0.9936,0.9681,0.9681,0.9681,0.9681,0.0035,9681,319,89681,319
tiny,trigger_color_grid,3_all,0.5,3,vbd,1,0.9997,0.9987,0.9976,0.9998,0.9998,0.0003,9998,24,89976,2
tiny,trigger_color_grid,3_all,0.5,3,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,3_all,0.5,3,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,3_all,0.5,3,agpd_2000,,0.9977,0.9884,0.9808,0.9961,0.9961,0.0022,9961,195,89805,39
tiny,trigger_color_grid,3_all,0.5,3,scan_2000,,0.967,0.8025,1.0,0.6701,0.6701,0.0,6701,0,90000,3299
tiny,trigger_color_grid,3_all,0.5,3,abl,,0.9896,0.9481,0.9481,0.9481,0.9481,0.0058,9481,519,89481,519
tiny,trigger_color_grid,3_all,1.0,3,vbd,1,0.9998,0.9988,0.9976,1.0,1.0,0.0003,10000,24,89976,0
tiny,trigger_color_grid,3_all,1.0,3,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,3_all,1.0,3,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,3_all,1.0,3,agpd_2000,,0.997,0.9851,0.9882,0.9819,0.9819,0.0013,9819,117,89883,181
tiny,trigger_color_grid,3_all,1.0,3,scan_2000,,0.9999,0.9995,0.9999,0.9992,0.9992,0.0,9992,1,89999,8
tiny,trigger_color_grid,3_all,1.0,3,abl,,0.9983,0.9915,0.9915,0.9915,0.9915,0.0009,9915,85,89915,85
tiny,trigger_green_square,3_all,0.1,3,vbd,1,0.9969,0.984,0.9981,0.9703,0.9703,0.0002,9703,18,89982,297
tiny,trigger_green_square,3_all,0.1,3,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,3_all,0.1,3,scan_100,,,,,,,,,,,
tiny,trigger_green_square,3_all,0.1,3,agpd_2000,,0.9966,0.983,0.9907,0.9755,0.9755,0.001,9755,92,89908,245
tiny,trigger_green_square,3_all,0.1,3,scan_2000,,0.9635,0.777,0.9997,0.6355,0.6355,0.0,6355,2,89998,3645
tiny,trigger_green_square,3_all,0.1,3,abl,,0.9822,0.9109,0.9109,0.9109,0.9109,0.0099,9109,891,89109,891
tiny,trigger_green_square,3_all,0.2,3,vbd,1,0.999,0.9951,0.9993,0.991,0.991,0.0001,9910,7,89993,90
tiny,trigger_green_square,3_all,0.2,3,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,3_all,0.2,3,scan_100,,,,,,,,,,,
tiny,trigger_green_square,3_all,0.2,3,agpd_2000,,0.6765,0.0,0.0,0.0,0.0,0.2484,0,22352,67648,10000
tiny,trigger_green_square,3_all,0.2,3,scan_2000,,0.963,0.7729,1.0,0.6299,0.6299,0.0,6299,0,90000,3701
tiny,trigger_green_square,3_all,0.2,3,abl,,0.9919,0.9596,0.9596,0.9596,0.9596,0.0045,9596,404,89596,404
tiny,trigger_green_square,3_all,0.5,3,vbd,2,0.9999,0.9995,0.9994,0.9996,0.9996,0.0001,9996,6,89994,4
tiny,trigger_green_square,3_all,0.5,3,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,3_all,0.5,3,scan_100,,,,,,,,,,,
tiny,trigger_green_square,3_all,0.5,3,agpd_2000,,0.9971,0.9858,0.9809,0.9908,0.9908,0.0021,9908,193,89807,92
tiny,trigger_green_square,3_all,0.5,3,scan_2000,,0.9706,0.8277,1.0,0.706,0.706,0.0,7060,0,90000,2940
tiny,trigger_green_square,3_all,0.5,3,abl,,0.9934,0.9668,0.9668,0.9668,0.9668,0.0037,9668,332,89668,332
tiny,trigger_green_square,3_all,1.0,3,vbd,1,0.9995,0.9976,0.9996,0.9957,0.9957,0.0,9957,4,89996,43
tiny,trigger_green_square,3_all,1.0,3,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,3_all,1.0,3,scan_100,,,,,,,,,,,
tiny,trigger_green_square,3_all,1.0,3,agpd_2000,,0.996,0.9797,0.9938,0.9659,0.9659,0.0007,9659,60,89940,341
tiny,trigger_green_square,3_all,1.0,3,scan_2000,,0.9999,0.9995,0.9999,0.9992,0.9992,0.0,9992,1,89999,8
tiny,trigger_green_square,3_all,1.0,3,abl,,0.9943,0.9717,0.9717,0.9717,0.9717,0.0031,9717,283,89717,283
tiny,trigger_white_grid,3_all,0.1,3,vbd,1,0.9483,0.6541,0.9885,0.4888,0.4888,0.0006,4888,57,89943,5112
tiny,trigger_white_grid,3_all,0.1,3,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,3_all,0.1,3,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,3_all,0.1,3,agpd_2000,,0.899,0.0,0.0,0.0,0.0,0.0011,0,103,89897,10000
tiny,trigger_white_grid,3_all,0.1,3,scan_2000,,0.96,0.75,1.0,0.6,0.6,0.0,6000,0,90000,4000
tiny,trigger_white_grid,3_all,0.1,3,abl,,0.9102,0.5512,0.5512,0.5512,0.5512,0.0499,5512,4488,85512,4488
tiny,trigger_white_grid,3_all,0.2,3,vbd,1,0.9954,0.9764,0.996,0.9576,0.9576,0.0004,9576,38,89962,424
tiny,trigger_white_grid,3_all,0.2,3,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,3_all,0.2,3,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,3_all,0.2,3,agpd_2000,,0.9097,0.1768,1.0,0.097,0.097,0.0,970,0,90000,9030
tiny,trigger_white_grid,3_all,0.2,3,scan_2000,,0.9665,0.7989,1.0,0.6652,0.6652,0.0,6652,0,90000,3348
tiny,trigger_white_grid,3_all,0.2,3,abl,,0.9722,0.8612,0.8612,0.8612,0.8612,0.0154,8612,1388,88612,1388
tiny,trigger_white_grid,3_all,0.5,3,vbd,3,0.9991,0.9954,0.9956,0.9953,0.9953,0.0005,9953,44,89956,47
tiny,trigger_white_grid,3_all,0.5,3,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,3_all,0.5,3,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,3_all,0.5,3,agpd_2000,,0.9048,0.1381,0.726,0.0763,0.0763,0.0032,763,288,89712,9237
tiny,trigger_white_grid,3_all,0.5,3,scan_2000,,0.964,0.7803,0.9997,0.6399,0.6399,0.0,6399,2,89998,3601
tiny,trigger_white_grid,3_all,0.5,3,abl,,0.9897,0.9487,0.9487,0.9487,0.9487,0.0057,9487,513,89487,513
tiny,trigger_white_grid,3_all,1.0,3,vbd,1,0.9998,0.9989,0.9978,0.9999,0.9999,0.0002,9999,22,89978,1
tiny,trigger_white_grid,3_all,1.0,3,agpd_100,,,,,,,,,,,
tiny,trigger_white_grid,3_all,1.0,3,scan_100,,,,,,,,,,,
tiny,trigger_white_grid,3_all,1.0,3,agpd_2000,,0.9959,0.9791,0.9913,0.9672,0.9672,0.0009,9672,85,89915,328
tiny,trigger_white_grid,3_all,1.0,3,scan_2000,,0.9775,0.8731,1.0,0.7748,0.7748,0.0,7748,0,90000,2252
tiny,trigger_white_grid,3_all,1.0,3,abl,,0.9925,0.9626,0.9626,0.9626,0.9626,0.0042,9626,374,89626,374
tiny,trigger_white_square,3_all,0.1,3,vbd,1,0.9401,0.5748,0.9885,0.4052,0.4052,0.0005,4052,47,89953,5948
tiny,trigger_white_square,3_all,0.1,3,agpd_100,,,,,,,,,,,
tiny,trigger_white_square,3_all,0.1,3,scan_100,,,,,,,,,,,
tiny,trigger_white_square,3_all,0.1,3,agpd_2000,,0.9202,0.3368,0.9995,0.2025,0.2025,0.0,2025,1,89999,7975
tiny,trigger_white_square,3_all,0.1,3,scan_2000,,0.9363,0.5326,0.9994,0.363,0.363,0.0,3630,2,89998,6370
tiny,trigger_white_square,3_all,0.1,3,abl,,0.8696,0.3481,0.3481,0.3481,0.3481,0.0724,3481,6519,83481,6519
tiny,trigger_white_square,3_all,0.2,3,vbd,1,0.9636,0.7783,0.9949,0.6392,0.6392,0.0004,6392,33,89967,3608
tiny,trigger_white_square,3_all,0.2,3,agpd_100,,,,,,,,,,,
tiny,trigger_white_square,3_all,0.2,3,scan_100,,,,,,,,,,,
tiny,trigger_white_square,3_all,0.2,3,agpd_2000,,0.9069,0.1291,1.0,0.069,0.069,0.0,690,0,90000,9310
tiny,trigger_white_square,3_all,0.2,3,scan_2000,,0.956,0.7184,1.0,0.5605,0.5605,0.0,5605,0,90000,4395
tiny,trigger_white_square,3_all,0.2,3,abl,,0.9293,0.6464,0.6464,0.6464,0.6464,0.0393,6464,3536,86464,3536
tiny,trigger_white_square,3_all,0.5,3,vbd,1,0.9899,0.9467,0.9962,0.9019,0.9019,0.0004,9019,34,89966,981
tiny,trigger_white_square,3_all,0.5,3,agpd_100,,,,,,,,,,,
tiny,trigger_white_square,3_all,0.5,3,scan_100,,,,,,,,,,,
tiny,trigger_white_square,3_all,0.5,3,agpd_2000,,0.9957,0.9787,0.9651,0.9926,0.9926,0.004,9926,359,89641,74
tiny,trigger_white_square,3_all,0.5,3,scan_2000,,0.9775,0.8731,0.9997,0.7749,0.7749,0.0,7749,2,89998,2251
tiny,trigger_white_square,3_all,0.5,3,abl,,0.978,0.8899,0.8899,0.8899,0.8899,0.0122,8899,1101,88899,1101
tiny,trigger_white_square,3_all,1.0,3,vbd,1,0.9919,0.9576,0.9979,0.9204,0.9204,0.0002,9204,19,89981,796
tiny,trigger_white_square,3_all,1.0,3,agpd_100,,,,,,,,,,,
tiny,trigger_white_square,3_all,1.0,3,scan_100,,,,,,,,,,,
tiny,trigger_white_square,3_all,1.0,3,agpd_2000,,0.9972,0.9863,0.9756,0.9972,0.9972,0.0028,9972,249,89751,28
tiny,trigger_white_square,3_all,1.0,3,scan_2000,,0.9944,0.971,1.0,0.9437,0.9437,0.0,9437,0,90000,563
tiny,trigger_white_square,3_all,1.0,3,abl,,0.983,0.9148,0.9148,0.9148,0.9148,0.0095,9148,852,89148,852
tiny,big_hello_kitty,4_all,0.1,4,vbd,1,0.9556,0.7143,0.9995,0.5558,0.5558,0.0,5558,3,89997,4442
tiny,big_hello_kitty,4_all,0.1,4,agpd_100,,,,,,,,,,,
tiny,big_hello_kitty,4_all,0.1,4,scan_100,,,,,,,,,,,
tiny,big_hello_kitty,4_all,0.1,4,agpd_2000,,0.9999,0.9994,0.9995,0.9993,0.9993,0.0001,9993,5,89995,7
tiny,big_hello_kitty,4_all,0.1,4,scan_2000,,0.9482,0.6504,1.0,0.4819,0.4819,0.0,4819,0,90000,5181
tiny,big_hello_kitty,4_all,0.1,4,abl,,0.9719,0.8593,0.8593,0.8593,0.8593,0.0156,8593,1407,88593,1407
tiny,big_hello_kitty,4_all,0.2,4,vbd,1,0.9999,0.9996,0.9995,0.9996,0.9996,0.0001,9996,5,89995,4
tiny,big_hello_kitty,4_all,0.2,4,agpd_100,,,,,,,,,,,
tiny,big_hello_kitty,4_all,0.2,4,scan_100,,,,,,,,,,,
tiny,big_hello_kitty,4_all,0.2,4,agpd_2000,,0.9996,0.9978,0.9956,1.0,1.0,0.0005,10000,44,89956,0
tiny,big_hello_kitty,4_all,0.2,4,scan_2000,,0.9517,0.6815,1.0,0.5169,0.5169,0.0,5169,0,90000,4831
tiny,big_hello_kitty,4_all,0.2,4,abl,,0.9874,0.937,0.937,0.937,0.937,0.007,9370,630,89370,630
tiny,big_hello_kitty,4_all,0.5,4,vbd,2,1.0,0.9999,0.9997,1.0,1.0,0.0,10000,3,89997,0
tiny,big_hello_kitty,4_all,0.5,4,agpd_100,,,,,,,,,,,
tiny,big_hello_kitty,4_all,0.5,4,scan_100,,,,,,,,,,,
tiny,big_hello_kitty,4_all,0.5,4,agpd_2000,,1.0,0.9999,0.9997,1.0,1.0,0.0,10000,3,89997,0
tiny,big_hello_kitty,4_all,0.5,4,scan_2000,,0.9636,0.7777,1.0,0.6362,0.6362,0.0,6362,0,90000,3638
tiny,big_hello_kitty,4_all,0.5,4,abl,,0.9917,0.9585,0.9585,0.9585,0.9585,0.0046,9585,415,89585,415
tiny,big_hello_kitty,4_all,1.0,4,vbd,1,1.0,1.0,1.0,1.0,1.0,0.0,10000,0,90000,0
tiny,big_hello_kitty,4_all,1.0,4,agpd_100,,,,,,,,,,,
tiny,big_hello_kitty,4_all,1.0,4,scan_100,,,,,,,,,,,
tiny,big_hello_kitty,4_all,1.0,4,agpd_2000,,0.8995,0.0,0.0,0.0,0.0,0.0005,0,47,89953,10000
tiny,big_hello_kitty,4_all,1.0,4,scan_2000,,1.0,1.0,1.0,1.0,1.0,0.0,10000,0,90000,0
tiny,big_hello_kitty,4_all,1.0,4,abl,,0.9702,0.8509,0.8509,0.8509,0.8509,0.0166,8509,1491,88509,1491
tiny,small_hello_kitty,4_all,0.1,4,vbd,1,0.9985,0.9924,0.998,0.9868,0.9868,0.0002,9868,20,89980,132
tiny,small_hello_kitty,4_all,0.1,4,agpd_100,,,,,,,,,,,
tiny,small_hello_kitty,4_all,0.1,4,scan_100,,,,,,,,,,,
tiny,small_hello_kitty,4_all,0.1,4,agpd_2000,,0.9997,0.9983,0.9987,0.9979,0.9979,0.0001,9979,13,89987,21
tiny,small_hello_kitty,4_all,0.1,4,scan_2000,,0.9995,0.9973,1.0,0.9947,0.9947,0.0,9947,0,90000,53
tiny,small_hello_kitty,4_all,0.1,4,abl,,0.9831,0.9154,0.9154,0.9154,0.9154,0.0094,9154,846,89154,846
tiny,small_hello_kitty,4_all,0.2,4,vbd,2,0.9995,0.9976,0.9981,0.9972,0.9972,0.0002,9972,19,89981,28
tiny,small_hello_kitty,4_all,0.2,4,agpd_100,,,,,,,,,,,
tiny,small_hello_kitty,4_all,0.2,4,scan_100,,,,,,,,,,,
tiny,small_hello_kitty,4_all,0.2,4,agpd_2000,,0.9999,0.9993,0.9995,0.9992,0.9992,0.0001,9992,5,89995,8
tiny,small_hello_kitty,4_all,0.2,4,scan_2000,,1.0,0.9999,1.0,0.9999,0.9999,0.0,9999,0,90000,1
tiny,small_hello_kitty,4_all,0.2,4,abl,,0.989,0.9449,0.9449,0.9449,0.9449,0.0061,9449,551,89449,551
tiny,small_hello_kitty,4_all,0.5,4,vbd,3,0.9999,0.9994,0.9987,1.0,1.0,0.0001,10000,13,89987,0
tiny,small_hello_kitty,4_all,0.5,4,agpd_100,,,,,,,,,,,
tiny,small_hello_kitty,4_all,0.5,4,scan_100,,,,,,,,,,,
tiny,small_hello_kitty,4_all,0.5,4,agpd_2000,,0.8981,0.0,0.0,0.0,0.0,0.0022,0,194,89806,10000
tiny,small_hello_kitty,4_all,0.5,4,scan_2000,,1.0,1.0,1.0,1.0,1.0,0.0,10000,0,90000,0
tiny,small_hello_kitty,4_all,0.5,4,abl,,0.9687,0.8437,0.8437,0.8437,0.8437,0.0174,8437,1563,88437,1563
tiny,small_hello_kitty,4_all,1.0,4,vbd,1,1.0,1.0,1.0,1.0,1.0,0.0,10000,0,90000,0
tiny,small_hello_kitty,4_all,1.0,4,agpd_100,,,,,,,,,,,
tiny,small_hello_kitty,4_all,1.0,4,scan_100,,,,,,,,,,,
tiny,small_hello_kitty,4_all,1.0,4,agpd_2000,,0.9999,0.9997,0.9997,0.9997,0.9997,0.0,9997,3,89997,3
tiny,small_hello_kitty,4_all,1.0,4,scan_2000,,1.0,1.0,1.0,1.0,1.0,0.0,10000,0,90000,0
tiny,small_hello_kitty,4_all,1.0,4,abl,,0.9962,0.981,0.981,0.981,0.981,0.0021,9810,190,89810,190
tiny,trigger_color_grid,4_all,0.1,4,vbd,1,0.9993,0.9968,0.9957,0.9978,0.9978,0.0005,9978,43,89957,22
tiny,trigger_color_grid,4_all,0.1,4,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,4_all,0.1,4,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,4_all,0.1,4,agpd_2000,,0.8998,0.001,0.1613,0.0005,0.0005,0.0003,5,26,89974,9995
tiny,trigger_color_grid,4_all,0.1,4,scan_2000,,0.9523,0.688,0.9943,0.526,0.526,0.0003,5260,30,89970,4740
tiny,trigger_color_grid,4_all,0.1,4,abl,,0.9936,0.968,0.968,0.968,0.968,0.0036,9680,320,89680,320
tiny,trigger_color_grid,4_all,0.2,4,vbd,1,0.9996,0.9982,0.9965,0.9998,0.9998,0.0004,9998,35,89965,2
tiny,trigger_color_grid,4_all,0.2,4,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,4_all,0.2,4,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,4_all,0.2,4,agpd_2000,,0.992,0.9593,0.9768,0.9425,0.9425,0.0025,9425,224,89776,575
tiny,trigger_color_grid,4_all,0.2,4,scan_2000,,0.9998,0.9991,0.9999,0.9983,0.9983,0.0,9983,1,89999,17
tiny,trigger_color_grid,4_all,0.2,4,abl,,0.9888,0.9442,0.9442,0.9442,0.9442,0.0062,9442,558,89442,558
tiny,trigger_color_grid,4_all,0.5,4,vbd,1,0.9996,0.9978,0.996,0.9995,0.9995,0.0004,9995,40,89960,5
tiny,trigger_color_grid,4_all,0.5,4,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,4_all,0.5,4,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,4_all,0.5,4,agpd_2000,,0.9981,0.9907,0.9842,0.9972,0.9972,0.0018,9972,160,89840,28
tiny,trigger_color_grid,4_all,0.5,4,scan_2000,,1.0,0.9999,1.0,0.9999,0.9999,0.0,9999,0,90000,1
tiny,trigger_color_grid,4_all,0.5,4,abl,,0.9951,0.9757,0.9757,0.9757,0.9757,0.0027,9757,243,89757,243
tiny,trigger_color_grid,4_all,1.0,4,vbd,3,0.9994,0.9971,0.9941,1.0,1.0,0.0007,10000,59,89941,0
tiny,trigger_color_grid,4_all,1.0,4,agpd_100,,,,,,,,,,,
tiny,trigger_color_grid,4_all,1.0,4,scan_100,,,,,,,,,,,
tiny,trigger_color_grid,4_all,1.0,4,agpd_2000,,0.9976,0.9881,0.9932,0.9831,0.9831,0.0007,9831,67,89933,169
tiny,trigger_color_grid,4_all,1.0,4,scan_2000,,1.0,1.0,1.0,1.0,1.0,0.0,10000,0,90000,0
tiny,trigger_color_grid,4_all,1.0,4,abl,,0.9837,0.9184,0.9184,0.9184,0.9184,0.0091,9184,816,89184,816
tiny,trigger_green_square,4_all,0.1,4,vbd,1,0.9949,0.9738,0.998,0.9508,0.9508,0.0002,9508,19,89981,492
tiny,trigger_green_square,4_all,0.1,4,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,4_all,0.1,4,scan_100,,,,,,,,,,,
tiny,trigger_green_square,4_all,0.1,4,agpd_2000,,0.9977,0.9885,0.9935,0.9836,0.9836,0.0007,9836,64,89936,164
tiny,trigger_green_square,4_all,0.1,4,scan_2000,,0.9595,0.746,0.9997,0.595,0.595,0.0,5950,2,89998,4050
tiny,trigger_green_square,4_all,0.1,4,abl,,0.9929,0.9646,0.9646,0.9646,0.9646,0.0039,9646,354,89646,354
tiny,trigger_green_square,4_all,0.2,4,vbd,1,0.99,0.9473,0.9982,0.9013,0.9013,0.0002,9013,16,89984,987
tiny,trigger_green_square,4_all,0.2,4,agpd_100,,,,,,,,,,,
tiny,trigger_green_square,4_all,0.2,4,scan_100,,,,,,,,,,,
tiny,trigger_green_square,4_all,0.2,4,agpd_2000,,0.9979,0.9895,0.9945,0.9845,0.9845,0.0006,9845,54,89946,155
tiny,trigger_green_square,4_all,0.2,4,scan_2000,,0.9999,0.9996,1.0,0.9993,0.9993,0.0,9993,0,90000,7
